날짜,관광지명,관광객수
2014.06,퍼시픽랜드,0
2014.06,아쿠아플라넷,0
2014.06,화락원,0
2014.07,(주)제주미니미니랜드,0
2014.07,국립제주박물관,1484
2014.07,도립미술관,173
2014.07,만장굴관광지,8067
2014.07,목석원,0
2014.07,민속자연사박물관,42990
2014.07,비자림,822
2014.07,산굼부리,0
2014.07,삼성혈,0
2014.07,삼양선사유적지,40
2014.07,생각하는 정원,0
2014.07,절물자연휴양림,0
2014.07,제주도립 김창열미술관,0
2014.07,제주돌문화공원,363
2014.07,제주러브랜드,0
2014.07,제주목관아지,934
2014.07,제주별빛누리공원,107
2014.07,제주항일기념관,19
2014.07,한라산국립공원,0
2014.07,한림공원,0
2014.07,항몽 유적지,77
2014.07,해녀 박물관,1890
2014.07,감귤박물관,91
2014.07,기당미술관,20
2014.07,마라해양도립공원,0
2014.07,박물관은살아있다,0
2014.07,산방산,1706
2014.07,서귀포도립해양공원,0
2014.07,서귀포자연휴양림,15
2014.07,서복전시관,686
2014.07,성산일출봉,227701
2014.07,소리섬박물관,0
2014.07,소인국테마파크,0
2014.07,신영영화박물관,0
2014.07,아프리카박물관,0
2014.07,여미지식물원,0
2014.07,이중섭미술관,15
2014.07,익스트림 아일랜드,0
2014.07,일출랜드,1034
2014.07,정방폭포,5708
2014.07,제주민속촌박물관,0
2014.07,제주조각공원,0
2014.07,제주추사관,0
2014.07,중문주상절리대,60952
2014.07,천제연폭포,28815
2014.07,천지연폭포,46595
2014.07,카멜리아힐,0
2014.07,테디베어뮤지엄,0
2014.07,퍼시픽랜드,0
2014.07,아쿠아플라넷,0
2014.07,화락원,0
2014.08,(주)제주미니미니랜드,0
2014.08,국립제주박물관,1370
2014.08,도립미술관,193
2014.08,만장굴관광지,8084
2014.08,목석원,0
2014.08,민속자연사박물관,45341
2014.08,비자림,691
2014.08,산굼부리,0
2014.08,삼성혈,0
2014.08,삼양선사유적지,26
2014.08,생각하는 정원,0
2014.08,절물자연휴양림,0
2014.08,제주도립 김창열미술관,0
2014.08,제주돌문화공원,611
2014.08,제주러브랜드,0
2014.08,제주목관아지,1471
2014.08,제주별빛누리공원,85
2014.08,제주항일기념관,58
2014.08,한라산국립공원,0
2014.08,한림공원,0
2014.08,항몽 유적지,93
2014.08,해녀 박물관,1874
2014.08,감귤박물관,44
2014.08,기당미술관,0
2014.08,마라해양도립공원,0
2014.08,박물관은살아있다,0
2014.08,산방산,1540
2014.08,서귀포도립해양공원,0
2014.08,서귀포자연휴양림,6
2014.08,서복전시관,552
2014.08,성산일출봉,235803
2014.08,소리섬박물관,0
2014.08,소인국테마파크,0
2014.08,신영영화박물관,0
2014.08,아프리카박물관,0
2014.08,여미지식물원,0
2014.08,이중섭미술관,23
2014.08,익스트림 아일랜드,0
2014.08,일출랜드,1362
2014.08,정방폭포,4860
2014.08,제주민속촌박물관,0
2014.08,제주조각공원,0
2014.08,제주추사관,16
2014.08,중문주상절리대,67156
2014.08,천제연폭포,29166
2014.08,천지연폭포,45413
2014.08,카멜리아힐,0
2014.08,테디베어뮤지엄,0
2014.08,퍼시픽랜드,0
2014.08,아쿠아플라넷,0
2014.08,화락원,0
2014.09,(주)제주미니미니랜드,0
2014.09,국립제주박물관,1012
2014.09,도립미술관,366
2014.09,만장굴관광지,9370
2014.09,목석원,0
2014.09,민속자연사박물관,42504
2014.09,비자림,418
2014.09,산굼부리,0
2014.09,삼성혈,0
2014.09,삼양선사유적지,17
2014.09,생각하는 정원,0
2014.09,절물자연휴양림,0
2014.09,제주도립 김창열미술관,0
2014.09,제주돌문화공원,421
2014.09,제주러브랜드,0
2014.09,제주목관아지,1115
2014.09,제주별빛누리공원,111
2014.09,제주항일기념관,40
2014.09,한라산국립공원,0
2014.09,한림공원,0
2014.09,항몽 유적지,37
2014.09,해녀 박물관,1698
2014.09,감귤박물관,48
2014.09,기당미술관,8
2014.09,마라해양도립공원,0
2014.09,박물관은살아있다,0
2014.09,산방산,2321
2014.09,서귀포도립해양공원,0
2014.09,서귀포자연휴양림,12
2014.09,서복전시관,381
2014.09,성산일출봉,167900
2014.09,소리섬박물관,0
2014.09,소인국테마파크,0
2014.09,신영영화박물관,0
2014.09,아프리카박물관,0
2014.09,여미지식물원,0
2014.09,이중섭미술관,9
2014.09,익스트림 아일랜드,0
2014.09,일출랜드,1071
2014.09,정방폭포,4068
2014.09,제주민속촌박물관,0
2014.09,제주조각공원,0
2014.09,제주추사관,0
2014.09,중문주상절리대,47989
2014.09,천제연폭포,23759
2014.09,천지연폭포,31727
2014.09,카멜리아힐,0
2014.09,테디베어뮤지엄,0
2014.09,퍼시픽랜드,0
2014.09,아쿠아플라넷,0
2014.09,화락원,0
2014.1,(주)제주미니미니랜드,0
2014.1,국립제주박물관,1367
2014.1,도립미술관,186
2014.1,만장굴관광지,10455
2014.1,목석원,0
2014.1,민속자연사박물관,37443
2014.1,비자림,417
2014.1,산굼부리,0
2014.1,삼성혈,0
2014.1,삼양선사유적지,40
2014.1,생각하는 정원,0
2014.1,절물자연휴양림,0
2014.1,제주도립 김창열미술관,0
2014.1,제주돌문화공원,840
2014.1,제주러브랜드,0
2014.1,제주목관아지,1358
2014.1,제주별빛누리공원,54
2014.1,제주항일기념관,24
2014.1,한라산국립공원,0
2014.1,한림공원,0
2014.1,항몽 유적지,58
2014.1,해녀 박물관,5492
2014.1,감귤박물관,297
2014.1,기당미술관,15
2014.1,마라해양도립공원,0
2014.1,박물관은살아있다,0
2014.1,산방산,1453
2014.1,서귀포도립해양공원,0
2014.1,서귀포자연휴양림,55
2014.1,서복전시관,455
2014.1,성산일출봉,176329
2014.1,소리섬박물관,0
2014.1,소인국테마파크,0
2014.1,신영영화박물관,0
2014.1,아프리카박물관,0
2014.1,여미지식물원,0
2014.1,이중섭미술관,4
2014.1,익스트림 아일랜드,0
2014.1,일출랜드,0
2014.1,정방폭포,3587
2014.1,제주민속촌박물관,0
2014.1,제주조각공원,0
2014.1,제주추사관,0
2014.1,중문주상절리대,47607
2014.1,천제연폭포,25537
2014.1,천지연폭포,35049
2014.1,카멜리아힐,0
2014.1,테디베어뮤지엄,0
2014.1,퍼시픽랜드,0
2014.1,아쿠아플라넷,0
2014.1,화락원,0
2014.11,(주)제주미니미니랜드,0
2014.11,국립제주박물관,648
2014.11,도립미술관,142
2014.11,만장굴관광지,7842
2014.11,목석원,0
2014.11,민속자연사박물관,26177
2014.11,비자림,309
2014.11,산굼부리,0
2014.11,삼성혈,0
2014.11,삼양선사유적지,16
2014.11,생각하는 정원,0
2014.11,절물자연휴양림,0
2014.11,제주도립 김창열미술관,0
2014.11,제주돌문화공원,416
2014.11,제주러브랜드,0
2014.11,제주목관아지,758
2014.11,제주별빛누리공원,58
2014.11,제주항일기념관,25
2014.11,한라산국립공원,0
2014.11,한림공원,0
2014.11,항몽 유적지,26
2014.11,해녀 박물관,1216
2014.11,감귤박물관,92
2014.11,기당미술관,13
2014.11,마라해양도립공원,0
2014.11,박물관은살아있다,0
2014.11,산방산,524
2014.11,서귀포도립해양공원,0
2014.11,서귀포자연휴양림,48
2014.11,서복전시관,230
2014.11,성산일출봉,136195
2014.11,소리섬박물관,0
2014.11,소인국테마파크,0
2014.11,신영영화박물관,0
2014.11,아프리카박물관,0
2014.11,여미지식물원,0
2014.11,이중섭미술관,1
2014.11,익스트림 아일랜드,0
2014.11,일출랜드,0
2014.11,정방폭포,3176
2014.11,제주민속촌박물관,0
2014.11,제주조각공원,0
2014.11,제주추사관,6
2014.11,중문주상절리대,25327
2014.11,천제연폭포,16319
2014.11,천지연폭포,22281
2014.11,카멜리아힐,0
2014.11,테디베어뮤지엄,0
2014.11,퍼시픽랜드,0
2014.11,아쿠아플라넷,0
2014.11,화락원,0
2014.12,(주)제주미니미니랜드,0
2014.12,국립제주박물관,894
2014.12,도립미술관,203
2014.12,만장굴관광지,6059
2014.12,목석원,0
2014.12,민속자연사박물관,25235
2014.12,비자림,158
2014.12,산굼부리,0
2014.12,삼성혈,0
2014.12,삼양선사유적지,3
2014.12,생각하는 정원,0
2014.12,절물자연휴양림,0
2014.12,제주도립 김창열미술관,0
2014.12,제주돌문화공원,200
2014.12,제주러브랜드,0
2014.12,제주목관아지,544
2014.12,제주별빛누리공원,69
2014.12,제주항일기념관,42
2014.12,한라산국립공원,0
2014.12,한림공원,0
2014.12,항몽 유적지,9
2014.12,해녀 박물관,0
2014.12,감귤박물관,9
2014.12,기당미술관,17
2014.12,마라해양도립공원,0
2014.12,박물관은살아있다,0
2014.12,산방산,501
2014.12,서귀포도립해양공원,0
2014.12,서귀포자연휴양림,14
2014.12,서복전시관,217
2014.12,성산일출봉,113477
2014.12,소리섬박물관,0
2014.12,소인국테마파크,0
2014.12,신영영화박물관,0
2014.12,아프리카박물관,0
2014.12,여미지식물원,0
2014.12,이중섭미술관,19
2014.12,익스트림 아일랜드,0
2014.12,일출랜드,0
2014.12,정방폭포,2033
2014.12,제주민속촌박물관,0
2014.12,제주조각공원,0
2014.12,제주추사관,100
2014.12,중문주상절리대,17789
2014.12,천제연폭포,14182
2014.12,천지연폭포,13509
2014.12,카멜리아힐,0
2014.12,테디베어뮤지엄,0
2014.12,퍼시픽랜드,0
2014.12,아쿠아플라넷,0
2014.12,화락원,0
2015.01,(주)제주미니미니랜드,0
2015.01,국립제주박물관,279
2015.01,도립미술관,135
2015.01,만장굴관광지,2446
2015.01,목석원,0
2015.01,민속자연사박물관,26161
2015.01,비자림,86
2015.01,산굼부리,0
2015.01,삼성혈,0
2015.01,삼양선사유적지,3
2015.01,생각하는 정원,0
2015.01,절물자연휴양림,0
2015.01,제주도립 김창열미술관,0
2015.01,제주돌문화공원,165
2015.01,제주러브랜드,0
2015.01,제주목관아지,592
2015.01,제주별빛누리공원,49
2015.01,제주항일기념관,15
2015.01,한라산국립공원,18076
2015.01,한림공원,0
2015.01,항몽 유적지,15
2015.01,해녀 박물관,0
2015.01,감귤박물관,0
2015.01,기당미술관,2
2015.01,마라해양도립공원,0
2015.01,박물관은살아있다,0
2015.01,산방산,214
2015.01,서귀포도립해양공원,0
2015.01,서귀포자연휴양림,0
2015.01,서복전시관,119
2015.01,성산일출봉,74914
2015.01,소리섬박물관,0
2015.01,소인국테마파크,0
2015.01,신영영화박물관,0
2015.01,아프리카박물관,0
2015.01,여미지식물원,0
2015.01,이중섭미술관,59
2015.01,익스트림 아일랜드,0
2015.01,일출랜드,953
2015.01,정방폭포,1910
2015.01,제주민속촌박물관,0
2015.01,제주조각공원,0
2015.01,제주추사관,0
2015.01,중문주상절리대,13993
2015.01,천제연폭포,10095
2015.01,천지연폭포,8568
2015.01,카멜리아힐,0
2015.01,테디베어뮤지엄,0
2015.01,퍼시픽랜드,0
2015.01,아쿠아플라넷,1961
2015.01,화락원,0
2015.02,(주)제주미니미니랜드,0
2015.02,국립제주박물관,466
2015.02,도립미술관,120
2015.02,만장굴관광지,3038
2015.02,목석원,0
2015.02,민속자연사박물관,25831
2015.02,비자림,149
2015.02,산굼부리,0
2015.02,삼성혈,0
2015.02,삼양선사유적지,3
2015.02,생각하는 정원,0
2015.02,절물자연휴양림,0
2015.02,제주도립 김창열미술관,0
2015.02,제주돌문화공원,164
2015.02,제주러브랜드,0
2015.02,제주목관아지,1117
2015.02,제주별빛누리공원,72
2015.02,제주항일기념관,21
2015.02,한라산국립공원,19417
2015.02,한림공원,0
2015.02,항몽 유적지,29
2015.02,해녀 박물관,0
2015.02,감귤박물관,0
2015.02,기당미술관,5
2015.02,마라해양도립공원,0
2015.02,박물관은살아있다,0
2015.02,산방산,300
2015.02,서귀포도립해양공원,0
2015.02,서귀포자연휴양림,0
2015.02,서복전시관,172
2015.02,성산일출봉,121038
2015.02,소리섬박물관,0
2015.02,소인국테마파크,0
2015.02,신영영화박물관,0
2015.02,아프리카박물관,0
2015.02,여미지식물원,0
2015.02,이중섭미술관,44
2015.02,익스트림 아일랜드,0
2015.02,일출랜드,599
2015.02,정방폭포,2276
2015.02,제주민속촌박물관,0
2015.02,제주조각공원,0
2015.02,제주추사관,0
2015.02,중문주상절리대,18091
2015.02,천제연폭포,12254
2015.02,천지연폭포,12535
2015.02,카멜리아힐,0
2015.02,테디베어뮤지엄,0
2015.02,퍼시픽랜드,0
2015.02,아쿠아플라넷,4280
2015.02,화락원,0
2015.03,(주)제주미니미니랜드,0
2015.03,국립제주박물관,491
2015.03,도립미술관,259
2015.03,만장굴관광지,5103
2015.03,목석원,0
2015.03,민속자연사박물관,34264
2015.03,비자림,170
2015.03,산굼부리,0
2015.03,삼성혈,0
2015.03,삼양선사유적지,16
2015.03,생각하는 정원,0
2015.03,절물자연휴양림,0
2015.03,제주도립 김창열미술관,0
2015.03,제주돌문화공원,344
2015.03,제주러브랜드,0
2015.03,제주목관아지,1070
2015.03,제주별빛누리공원,66
2015.03,제주항일기념관,18
2015.03,한라산국립공원,24397
2015.03,한림공원,0
2015.03,항몽 유적지,31
2015.03,해녀 박물관,262
2015.03,감귤박물관,8
2015.03,기당미술관,3
2015.03,마라해양도립공원,0
2015.03,박물관은살아있다,0
2015.03,산방산,1226
2015.03,서귀포도립해양공원,0
2015.03,서귀포자연휴양림,3
2015.03,서복전시관,66
2015.03,성산일출봉,115232
2015.03,소리섬박물관,0
2015.03,소인국테마파크,0
2015.03,신영영화박물관,0
2015.03,아프리카박물관,0
2015.03,여미지식물원,0
2015.03,이중섭미술관,13
2015.03,익스트림 아일랜드,0
2015.03,일출랜드,1359
2015.03,정방폭포,2881
2015.03,제주민속촌박물관,0
2015.03,제주조각공원,0
2015.03,제주추사관,10
2015.03,중문주상절리대,21260
2015.03,천제연폭포,13909
2015.03,천지연폭포,18240
2015.03,카멜리아힐,0
2015.03,테디베어뮤지엄,0
2015.03,퍼시픽랜드,0
2015.03,아쿠아플라넷,2745
2015.03,화락원,0
2015.04,(주)제주미니미니랜드,0
2015.04,국립제주박물관,609
2015.04,도립미술관,184
2015.04,만장굴관광지,7933
2015.04,목석원,0
2015.04,민속자연사박물관,30608
2015.04,비자림,143
2015.04,산굼부리,0
2015.04,삼성혈,0
2015.04,삼양선사유적지,28
2015.04,생각하는 정원,0
2015.04,절물자연휴양림,0
2015.04,제주도립 김창열미술관,0
2015.04,제주돌문화공원,1078
2015.04,제주러브랜드,0
2015.04,제주목관아지,1386
2015.04,제주별빛누리공원,46
2015.04,제주항일기념관,14
2015.04,한라산국립공원,30213
2015.04,한림공원,0
2015.04,항몽 유적지,22
2015.04,해녀 박물관,1591
2015.04,감귤박물관,95
2015.04,기당미술관,0
2015.04,마라해양도립공원,0
2015.04,박물관은살아있다,0
2015.04,산방산,657
2015.04,서귀포도립해양공원,0
2015.04,서귀포자연휴양림,32
2015.04,서복전시관,193
2015.04,성산일출봉,171321
2015.04,소리섬박물관,0
2015.04,소인국테마파크,0
2015.04,신영영화박물관,0
2015.04,아프리카박물관,0
2015.04,여미지식물원,0
2015.04,이중섭미술관,87
2015.04,익스트림 아일랜드,0
2015.04,일출랜드,3068
2015.04,정방폭포,3445
2015.04,제주민속촌박물관,0
2015.04,제주조각공원,0
2015.04,제주추사관,0
2015.04,중문주상절리대,31812
2015.04,천제연폭포,18444
2015.04,천지연폭포,28590
2015.04,카멜리아힐,0
2015.04,테디베어뮤지엄,0
2015.04,퍼시픽랜드,0
2015.04,아쿠아플라넷,4757
2015.04,화락원,0
2015.05,(주)제주미니미니랜드,0
2015.05,국립제주박물관,811
2015.05,도립미술관,270
2015.05,만장굴관광지,8659
2015.05,목석원,0
2015.05,민속자연사박물관,31793
2015.05,비자림,335
2015.05,산굼부리,0
2015.05,삼성혈,0
2015.05,삼양선사유적지,11
2015.05,생각하는 정원,0
2015.05,절물자연휴양림,0
2015.05,제주도립 김창열미술관,0
2015.05,제주돌문화공원,1987
2015.05,제주러브랜드,0
2015.05,제주목관아지,1401
2015.05,제주별빛누리공원,118
2015.05,제주항일기념관,17
2015.05,한라산국립공원,31526
2015.05,한림공원,0
2015.05,항몽 유적지,37
2015.05,해녀 박물관,1603
2015.05,감귤박물관,13
2015.05,기당미술관,0
2015.05,마라해양도립공원,0
2015.05,박물관은살아있다,0
2015.05,산방산,519
2015.05,서귀포도립해양공원,0
2015.05,서귀포자연휴양림,28
2015.05,서복전시관,298
2015.05,성산일출봉,157029
2015.05,소리섬박물관,0
2015.05,소인국테마파크,0
2015.05,신영영화박물관,0
2015.05,아프리카박물관,0
2015.05,여미지식물원,0
2015.05,이중섭미술관,108
2015.05,익스트림 아일랜드,0
2015.05,일출랜드,1956
2015.05,정방폭포,3861
2015.05,제주민속촌박물관,0
2015.05,제주조각공원,0
2015.05,제주추사관,0
2015.05,중문주상절리대,34457
2015.05,천제연폭포,19272
2015.05,천지연폭포,27659
2015.05,카멜리아힐,0
2015.05,테디베어뮤지엄,0
2015.05,퍼시픽랜드,0
2015.05,아쿠아플라넷,3909
2015.05,화락원,0
2015.06,(주)제주미니미니랜드,0
2015.06,국립제주박물관,945
2015.06,도립미술관,116
2015.06,만장굴관광지,5253
2015.06,목석원,0
2015.06,민속자연사박물관,41555
2015.06,비자림,196
2015.06,산굼부리,0
2015.06,삼성혈,0
2015.06,삼양선사유적지,11
2015.06,생각하는 정원,0
2015.06,절물자연휴양림,0
2015.06,제주도립 김창열미술관,0
2015.06,제주돌문화공원,422
2015.06,제주러브랜드,0
2015.06,제주목관아지,1025
2015.06,제주별빛누리공원,50
2015.06,제주항일기념관,10
2015.06,한라산국립공원,12514
2015.06,한림공원,0
2015.06,항몽 유적지,28
2015.06,해녀 박물관,556
2015.06,감귤박물관,40
2015.06,기당미술관,2
2015.06,마라해양도립공원,0
2015.06,박물관은살아있다,0
2015.06,산방산,410
2015.06,서귀포도립해양공원,0
2015.06,서귀포자연휴양림,14
2015.06,서복전시관,90
2015.06,성산일출봉,57537
2015.06,소리섬박물관,0
2015.06,소인국테마파크,0
2015.06,신영영화박물관,0
2015.06,아프리카박물관,0
2015.06,여미지식물원,0
2015.06,이중섭미술관,106
2015.06,익스트림 아일랜드,0
2015.06,일출랜드,841
2015.06,정방폭포,1566
2015.06,제주민속촌박물관,0
2015.06,제주조각공원,0
2015.06,제주추사관,0
2015.06,중문주상절리대,15173
2015.06,천제연폭포,8859
2015.06,천지연폭포,8645
2015.06,카멜리아힐,0
2015.06,테디베어뮤지엄,0
2015.06,퍼시픽랜드,0
2015.06,아쿠아플라넷,4621
2015.06,화락원,0
2015.07,(주)제주미니미니랜드,0
2015.07,국립제주박물관,227
2015.07,도립미술관,137
2015.07,만장굴관광지,2878
2015.07,목석원,0
2015.07,민속자연사박물관,11221
2015.07,비자림,138
2015.07,산굼부리,0
2015.07,삼성혈,0
2015.07,삼양선사유적지,43
2015.07,생각하는 정원,0
2015.07,절물자연휴양림,0
2015.07,제주도립 김창열미술관,0
2015.07,제주돌문화공원,234
2015.07,제주러브랜드,0
2015.07,제주목관아지,436
2015.07,제주별빛누리공원,47
2015.07,제주항일기념관,19
2015.07,한라산국립공원,3433
2015.07,한림공원,0
2015.07,항몽 유적지,26
2015.07,해녀 박물관,181
2015.07,감귤박물관,4
2015.07,기당미술관,10
2015.07,마라해양도립공원,0
2015.07,박물관은살아있다,0
2015.07,산방산,50
2015.07,서귀포도립해양공원,0
2015.07,서귀포자연휴양림,14
2015.07,서복전시관,38
2015.07,성산일출봉,13409
2015.07,소리섬박물관,0
2015.07,소인국테마파크,0
2015.07,신영영화박물관,0
2015.07,아프리카박물관,0
2015.07,여미지식물원,0
2015.07,이중섭미술관,84
2015.07,익스트림 아일랜드,0
2015.07,일출랜드,738
2015.07,정방폭포,559
2015.07,제주민속촌박물관,0
2015.07,제주조각공원,0
2015.07,제주추사관,29
2015.07,중문주상절리대,1881
2015.07,천제연폭포,3651
2015.07,천지연폭포,3132
2015.07,카멜리아힐,0
2015.07,테디베어뮤지엄,0
2015.07,퍼시픽랜드,0
2015.07,아쿠아플라넷,1214
2015.07,화락원,0
2015.08,(주)제주미니미니랜드,0
2015.08,국립제주박물관,1004
2015.08,도립미술관,157
2015.08,만장굴관광지,3688
2015.08,목석원,0
2015.08,민속자연사박물관,25159
2015.08,비자림,206
2015.08,산굼부리,0
2015.08,삼성혈,0
2015.08,삼양선사유적지,25
2015.08,생각하는 정원,0
2015.08,절물자연휴양림,0
2015.08,제주도립 김창열미술관,0
2015.08,제주돌문화공원,1151
2015.08,제주러브랜드,0
2015.08,제주목관아지,801
2015.08,제주별빛누리공원,25
2015.08,제주항일기념관,26
2015.08,한라산국립공원,7939
2015.08,한림공원,0
2015.08,항몽 유적지,9
2015.08,해녀 박물관,446
2015.08,감귤박물관,118
2015.08,기당미술관,0
2015.08,마라해양도립공원,0
2015.08,박물관은살아있다,0
2015.08,산방산,250
2015.08,서귀포도립해양공원,0
2015.08,서귀포자연휴양림,5
2015.08,서복전시관,146
2015.08,성산일출봉,74357
2015.08,소리섬박물관,0
2015.08,소인국테마파크,0
2015.08,신영영화박물관,0
2015.08,아프리카박물관,0
2015.08,여미지식물원,0
2015.08,이중섭미술관,35
2015.08,익스트림 아일랜드,0
2015.08,일출랜드,1439
2015.08,정방폭포,1464
2015.08,제주민속촌박물관,0
2015.08,제주조각공원,0
2015.08,제주추사관,4
2015.08,중문주상절리대,10658
2015.08,천제연폭포,6905
2015.08,천지연폭포,12259
2015.08,카멜리아힐,0
2015.08,테디베어뮤지엄,0
2015.08,퍼시픽랜드,0
2015.08,아쿠아플라넷,3594
2015.08,화락원,0
2015.09,(주)제주미니미니랜드,0
2015.09,국립제주박물관,5381
2015.09,도립미술관,180
2015.09,만장굴관광지,6620
2015.09,목석원,0
2015.09,민속자연사박물관,41549
2015.09,비자림,196
2015.09,산굼부리,0
2015.09,삼성혈,0
2015.09,삼양선사유적지,67
2015.09,생각하는 정원,0
2015.09,절물자연휴양림,0
2015.09,제주도립 김창열미술관,0
2015.09,제주돌문화공원,555
2015.09,제주러브랜드,0
2015.09,제주목관아지,1124
2015.09,제주별빛누리공원,10
2015.09,제주항일기념관,12
2015.09,한라산국립공원,15679
2015.09,한림공원,0
2015.09,항몽 유적지,38
2015.09,해녀 박물관,946
2015.09,감귤박물관,398
2015.09,기당미술관,3
2015.09,마라해양도립공원,0
2015.09,박물관은살아있다,0
2015.09,산방산,427
2015.09,서귀포도립해양공원,0
2015.09,서귀포자연휴양림,53
2015.09,서복전시관,209
2015.09,성산일출봉,101292
2015.09,소리섬박물관,0
2015.09,소인국테마파크,0
2015.09,신영영화박물관,0
2015.09,아프리카박물관,0
2015.09,여미지식물원,0
2015.09,이중섭미술관,32
2015.09,익스트림 아일랜드,0
2015.09,일출랜드,1750
2015.09,정방폭포,2663
2015.09,제주민속촌박물관,0
2015.09,제주조각공원,0
2015.09,제주추사관,2
2015.09,중문주상절리대,19765
2015.09,천제연폭포,9852
2015.09,천지연폭포,17280
2015.09,카멜리아힐,0
2015.09,테디베어뮤지엄,0
2015.09,퍼시픽랜드,0
2015.09,아쿠아플라넷,5086
2015.09,화락원,0
2015.1,(주)제주미니미니랜드,0
2015.1,국립제주박물관,1655
2015.1,도립미술관,184
2015.1,만장굴관광지,7674
2015.1,목석원,0
2015.1,민속자연사박물관,46917
2015.1,비자림,408
2015.1,산굼부리,0
2015.1,삼성혈,0
2015.1,삼양선사유적지,226
2015.1,생각하는 정원,0
2015.1,절물자연휴양림,0
2015.1,제주도립 김창열미술관,0
2015.1,제주돌문화공원,717
2015.1,제주러브랜드,0
2015.1,제주목관아지,1068
2015.1,제주별빛누리공원,19
2015.1,제주항일기념관,15
2015.1,한라산국립공원,20454
2015.1,한림공원,0
2015.1,항몽 유적지,86
2015.1,해녀 박물관,4553
2015.1,감귤박물관,91
2015.1,기당미술관,3
2015.1,마라해양도립공원,0
2015.1,박물관은살아있다,0
2015.1,산방산,684
2015.1,서귀포도립해양공원,0
2015.1,서귀포자연휴양림,22
2015.1,서복전시관,215
2015.1,성산일출봉,150295
2015.1,소리섬박물관,0
2015.1,소인국테마파크,0
2015.1,신영영화박물관,0
2015.1,아프리카박물관,0
2015.1,여미지식물원,0
2015.1,이중섭미술관,12
2015.1,익스트림 아일랜드,0
2015.1,일출랜드,2068
2015.1,정방폭포,3238
2015.1,제주민속촌박물관,0
2015.1,제주조각공원,0
2015.1,제주추사관,35
2015.1,중문주상절리대,22059
2015.1,천제연폭포,14287
2015.1,천지연폭포,25316
2015.1,카멜리아힐,0
2015.1,테디베어뮤지엄,0
2015.1,퍼시픽랜드,0
2015.1,아쿠아플라넷,10096
2015.1,화락원,0
2015.11,(주)제주미니미니랜드,0
2015.11,국립제주박물관,678
2015.11,도립미술관,150
2015.11,만장굴관광지,6101
2015.11,목석원,0
2015.11,민속자연사박물관,36054
2015.11,비자림,241
2015.11,산굼부리,0
2015.11,삼성혈,0
2015.11,삼양선사유적지,175
2015.11,생각하는 정원,0
2015.11,절물자연휴양림,0
2015.11,제주도립 김창열미술관,0
2015.11,제주돌문화공원,357
2015.11,제주러브랜드,0
2015.11,제주목관아지,485
2015.11,제주별빛누리공원,12
2015.11,제주항일기념관,10
2015.11,한라산국립공원,15076
2015.11,한림공원,0
2015.11,항몽 유적지,38
2015.11,해녀 박물관,1566
2015.11,감귤박물관,322
2015.11,기당미술관,21
2015.11,마라해양도립공원,0
2015.11,박물관은살아있다,0
2015.11,산방산,299
2015.11,서귀포도립해양공원,0
2015.11,서귀포자연휴양림,18
2015.11,서복전시관,140
2015.11,성산일출봉,103906
2015.11,소리섬박물관,0
2015.11,소인국테마파크,0
2015.11,신영영화박물관,0
2015.11,아프리카박물관,0
2015.11,여미지식물원,0
2015.11,이중섭미술관,0
2015.11,익스트림 아일랜드,0
2015.11,일출랜드,3885
2015.11,정방폭포,2225
2015.11,제주민속촌박물관,0
2015.11,제주조각공원,0
2015.11,제주추사관,1
2015.11,중문주상절리대,16753
2015.11,천제연폭포,8125
2015.11,천지연폭포,13957
2015.11,카멜리아힐,0
2015.11,테디베어뮤지엄,0
2015.11,퍼시픽랜드,0
2015.11,아쿠아플라넷,8686
2015.11,화락원,0
2015.12,(주)제주미니미니랜드,0
2015.12,국립제주박물관,1026
2015.12,도립미술관,136
2015.12,만장굴관광지,4347
2015.12,목석원,0
2015.12,민속자연사박물관,29821
2015.12,비자림,118
2015.12,산굼부리,0
2015.12,삼성혈,0
2015.12,삼양선사유적지,146
2015.12,생각하는 정원,0
2015.12,절물자연휴양림,0
2015.12,제주도립 김창열미술관,0
2015.12,제주돌문화공원,228
2015.12,제주러브랜드,0
2015.12,제주목관아지,622
2015.12,제주별빛누리공원,6
2015.12,제주항일기념관,16
2015.12,한라산국립공원,19999
2015.12,한림공원,0
2015.12,항몽 유적지,17
2015.12,해녀 박물관,652
2015.12,감귤박물관,71
2015.12,기당미술관,4
2015.12,마라해양도립공원,0
2015.12,박물관은살아있다,0
2015.12,산방산,197
2015.12,서귀포도립해양공원,0
2015.12,서귀포자연휴양림,10
2015.12,서복전시관,73
2015.12,성산일출봉,84552
2015.12,소리섬박물관,0
2015.12,소인국테마파크,0
2015.12,신영영화박물관,0
2015.12,아프리카박물관,0
2015.12,여미지식물원,0
2015.12,이중섭미술관,9
2015.12,익스트림 아일랜드,0
2015.12,일출랜드,3800
2015.12,정방폭포,1745
2015.12,제주민속촌박물관,0
2015.12,제주조각공원,0
2015.12,제주추사관,71
2015.12,중문주상절리대,16632
2015.12,천제연폭포,5257
2015.12,천지연폭포,8593
2015.12,카멜리아힐,0
2015.12,테디베어뮤지엄,0
2015.12,퍼시픽랜드,0
2015.12,아쿠아플라넷,9476
2015.12,화락원,0
2016.01,(주)제주미니미니랜드,0
2016.01,국립제주박물관,1765
2016.01,도립미술관,122
2016.01,만장굴관광지,1761
2016.01,목석원,0
2016.01,민속자연사박물관,36313
